HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	INSDC (ENA/GenBank/DDBJ) accession	RefSeq accession
HGNC:45070	Approved	DNAJC19P7	DnaJ heat shock protein family (Hsp40) member C19 pseudogene 7	100861458		NG_032018
HGNC:45071	Approved	DNAJC19P8	DnaJ heat shock protein family (Hsp40) member C19 pseudogene 8	100861455		NG_032017
HGNC:45072	Approved	DNAJC19P9	DnaJ heat shock protein family (Hsp40) member C19 pseudogene 9	644589		NG_030241
HGNC:27030	Approved	DNAJC21	DnaJ heat shock protein family (Hsp40) member C21	134218		NM_194283
HGNC:25802	Approved	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22	79962	AK055747	NM_024902
HGNC:26979	Approved	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	120526	AL833128	NM_181706
HGNC:34187	Approved	DNAJC25	DnaJ heat shock protein family (Hsp40) member C25	548645		NM_001015882
HGNC:37501	Approved	DNAJC25-GNG10	DNAJC25-GNG10 readthrough	552891		NM_004125.2
HGNC:30290	Approved	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27	51277		NM_016544
HGNC:42943	Approved	DNAJC27-AS1	DNAJC27 antisense RNA 1	729723		NR_034113
HGNC:1297	Approved	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	54943	AK000468	NM_001040192
HGNC:16410	Approved	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	84277	AF412025	NM_032317
HGNC:23247	Approved	DNAL1	dynein axonemal light chain 1	83544	BC005343	NM_031427
HGNC:2955	Approved	DNAL4	dynein axonemal light chain 4	10126	AL035366	NM_005740
HGNC:14353	Approved	DNALI1	dynein axonemal light intermediate chain 1	7802	AF006386	NM_003462
HGNC:2956	Approved	DNASE1	deoxyribonuclease 1	1773		NM_001351825
HGNC:2957	Approved	DNASE1L1	deoxyribonuclease 1 like 1	1774	L40817	NM_001009932
HGNC:2958	Approved	DNASE1L2	deoxyribonuclease 1 like 2	1775	U62647	NM_001374
HGNC:2959	Approved	DNASE1L3	deoxyribonuclease 1 like 3	1776	AF047354	NM_004944
HGNC:2960	Approved	DNASE2	deoxyribonuclease 2, lysosomal	1777	AF045937	NM_001375
HGNC:28875	Approved	DNASE2B	deoxyribonuclease 2 beta	58511	AF274571	NM_021233
HGNC:2967	Entry Withdrawn	DNCM	DNA associated with cytoplasmic membrane			
HGNC:23799	Approved	DND1	DND microRNA-mediated repression inhibitor 1	373863	AY321065	NM_194249
HGNC:31444	Approved	DND1P1	DND microRNA-mediated repression inhibitor 1 pseudogene 1	644157		NG_022468
HGNC:31445	Approved	DND1P2	DND microRNA-mediated repression inhibitor 1 pseudogene 2	644256		NG_022452
HGNC:24456	Approved	DNER	delta/notch like EGF repeat containing	92737	AY358891	NM_139072
HGNC:26532	Approved	DNHD1	dynein heavy chain domain 1	144132	AK128064	NM_144666
HGNC:33879	Approved	DNLZ	DNL-type zinc finger	728489	AL592301	NM_001080849
HGNC:2972	Approved	DNM1	dynamin 1	1759	L07807	NM_004408
HGNC:18228	Entry Withdrawn	DNM1DN1@	DNM1 duplicon 1 cluster			
HGNC:21119	Entry Withdrawn	DNM1DN2@	DNM1 duplicon 2 cluster			
HGNC:21123	Entry Withdrawn	DNM1DN6	DNM1 duplicon 6			
HGNC:21130	Entry Withdrawn	DNM1DN13	DNM1 duplicon 13			
HGNC:21137	Entry Withdrawn	DNM1DN20	DNM1 duplicon 20			
HGNC:21138	Entry Withdrawn	DNM1DN21	DNM1 duplicon 21			
HGNC:21139	Entry Withdrawn	DNM1DN22	DNM1 duplicon 22			
HGNC:21141	Entry Withdrawn	DNM1DN23	DNM1 duplicon 23			
HGNC:2973	Approved	DNM1L	dynamin 1 like	10059	AF000430	NM_012062
HGNC:21122	Approved	DNM1P5	dynamin 1 pseudogene 5	728770	AJ576290	NG_009127
HGNC:21126	Approved	DNM1P9	dynamin 1 pseudogene 9	400403	AJ576256	NG_009125
HGNC:21134	Approved	DNM1P17	dynamin 1 pseudogene 17	100131084	AJ576284	NG_009124
HGNC:21135	Approved	DNM1P18	dynamin 1 pseudogene 18	387553	AJ576285	NG_009128
HGNC:21136	Approved	DNM1P19	dynamin 1 pseudogene 19	387554	AJ576286	NG_009129
HGNC:35171	Approved	DNM1P24	dynamin 1 pseudogene 24	100216505	AJ576278	NG_004755
HGNC:35172	Approved	DNM1P25	dynamin 1 pseudogene 25	100216506	AJ576280	NG_004755
HGNC:35173	Approved	DNM1P26	dynamin 1 pseudogene 26	100216507	AJ576281	NG_004755
HGNC:35174	Approved	DNM1P27	dynamin 1 pseudogene 27	100216514	AJ576283	NG_004755
HGNC:35175	Approved	DNM1P28	dynamin 1 pseudogene 28	100132031	AJ576300	NG_009142
HGNC:35175	Approved	DNM1P28	dynamin 1 pseudogene 28	100132031	AJ576304	NG_009142
HGNC:35176	Approved	DNM1P29	dynamin 1 pseudogene 29	100132204	AJ576303	NG_009141
HGNC:35177	Approved	DNM1P30	dynamin 1 pseudogene 30	728388	AJ576305	NG_009071
HGNC:35177	Approved	DNM1P30	dynamin 1 pseudogene 30	728388	AJ576308	NG_009071
HGNC:35178	Approved	DNM1P31	dynamin 1 pseudogene 31	644153	AJ576307	NG_009133
HGNC:35179	Approved	DNM1P32	dynamin 1 pseudogene 32	100132100	AJ576310	NG_009139
HGNC:35180	Approved	DNM1P33	dynamin 1 pseudogene 33	554175	AJ576301	XR_016015
HGNC:35181	Approved	DNM1P34	dynamin 1 pseudogene 34	729809	AJ576251	NG_009143
HGNC:35182	Approved	DNM1P35	dynamin 1 pseudogene 35	100128285	AJ576252	NR_024595
HGNC:35186	Approved	DNM1P36	dynamin 1 pseudogene 36	100216515	AJ576253	NG_009135
HGNC:35187	Approved	DNM1P37	dynamin 1 pseudogene 37	100216516	AJ576268	NG_009136
HGNC:35188	Approved	DNM1P38	dynamin 1 pseudogene 38	100216517	AJ576269	NG_009137
HGNC:35189	Approved	DNM1P39	dynamin 1 pseudogene 39	100216518	AJ576259	NG_009138
HGNC:35190	Approved	DNM1P40	dynamin 1 pseudogene 40	400433	AJ576261	NG_009132
HGNC:35191	Approved	DNM1P41	dynamin 1 pseudogene 41	440299	AJ576262	NR_033787
HGNC:35193	Approved	DNM1P43	dynamin 1 pseudogene 43	100216466	AJ576266	NG_009070
HGNC:35194	Approved	DNM1P44	dynamin 1 pseudogene 44	440303	AJ576312	NG_009148
HGNC:35195	Approved	DNM1P45	dynamin 1 pseudogene 45	100216542	AJ576271	NG_009145
HGNC:35199	Approved	DNM1P46	dynamin 1 pseudogene 46	196968	AJ576275	NR_003260
HGNC:35200	Approved	DNM1P47	dynamin 1 pseudogene 47	100216544	AJ576276	NG_009149
HGNC:38801	Approved	DNM1P48	dynamin 1 pseudogene 48	100418739		NG_004755
HGNC:47040	Approved	DNM1P49	dynamin 1 pseudogene 49	730058		NG_033232
HGNC:48499	Approved	DNM1P50	dynamin 1 pseudogene 50	101927579		NR_145478
HGNC:48500	Approved	DNM1P51	dynamin 1 pseudogene 51	125505920		NG_081267
HGNC:2974	Approved	DNM2	dynamin 2	1785		NM_004945
HGNC:29125	Approved	DNM3	dynamin 3	26052	AL136712	NM_015569
HGNC:41494	Approved	DNM3-IT1	DNM3 intronic transcript 1	100874284		NR_046845
HGNC:41228	Approved	DNM3OS	DNM3 opposite strand/antisense RNA	100628315		NR_038397
HGNC:30373	Approved	DNMBP	dynamin binding protein	23268	AL833283	NM_015221
HGNC:20431	Approved	DNMBP-AS1	DNMBP antisense RNA 1	100188954	AK098111	NR_024130
HGNC:2976	Approved	DNMT1	DNA methyltransferase 1	1786	X63692	NM_001379
HGNC:2978	Approved	DNMT3A	DNA methyltransferase 3 alpha	1788		NM_022552
HGNC:23164	Approved	DNMT3AP1	DNA methyltransferase 3A pseudogene 1	130802	BN000391	NG_004680
HGNC:2979	Approved	DNMT3B	DNA methyltransferase 3 beta	1789		NM_006892
HGNC:2980	Approved	DNMT3L	DNA methyltransferase 3 like	29947	AF194032	NM_013369
HGNC:40189	Approved	DNMT3L-AS1	DNMT3L antisense RNA 1	105372833		NR_135514
HGNC:2981	Approved	DNPEP	aspartyl aminopeptidase	23549		NM_012100
HGNC:55789	Approved	DNPEP-AS1	DNPEP antisense RNA 1	105373884		XR_923918
HGNC:21218	Approved	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	10591	AF040105	NM_006443
HGNC:2983	Approved	DNTT	DNA nucleotidylexotransferase	1791	AB046378	NM_004088
HGNC:16160	Approved	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	116092	AB035676	NM_052951
HGNC:24013	Approved	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	30836	AY394925	NM_014597
HGNC:2985	Approved	DOC2A	double C2 domain alpha	8448	D31897	NM_003586
HGNC:2986	Approved	DOC2B	double C2 domain beta	8447	D70830	NM_003585
HGNC:37962	Approved	DOC2GP	double C2 domain gamma, pseudogene	390213		XM_002343097.1
HGNC:2987	Approved	DOCK1	dedicator of cytokinesis 1	1793	D50857	NM_001380
HGNC:2988	Approved	DOCK2	dedicator of cytokinesis 2	1794	BC016996	NM_004946
HGNC:2989	Approved	DOCK3	dedicator of cytokinesis 3	1795	AB002297	NM_004947
HGNC:19192	Approved	DOCK4	dedicator of cytokinesis 4	9732		NM_014705
HGNC:40876	Approved	DOCK4-AS1	DOCK4 antisense RNA 1	100506413		NR_103806
HGNC:23476	Approved	DOCK5	dedicator of cytokinesis 5	80005		NM_024940
HGNC:19189	Approved	DOCK6	dedicator of cytokinesis 6	57572		NM_020812
HGNC:56684	Approved	DOCK6-AS1	DOCK6 antisense RNA 1	128266839		
HGNC:19190	Approved	DOCK7	dedicator of cytokinesis 7	85440		NM_033407
HGNC:55670	Approved	DOCK7-DT	DOCK7 divergent transcript	121832810		
HGNC:19191	Approved	DOCK8	dedicator of cytokinesis 8	81704	AK090429	NM_203447
HGNC:26436	Approved	DOCK8-AS1	DOCK8 antisense RNA 1	157983	AK055720	NR_160804
HGNC:55822	Approved	DOCK8-AS2	DOCK8 antisense RNA 2	112268042		XR_002956871
HGNC:14132	Approved	DOCK9	dedicator of cytokinesis 9	23348	AF527605	NM_015296
HGNC:40672	Approved	DOCK9-AS1	DOCK9 antisense RNA 1	100874096	AI027206	NR_046663
HGNC:43696	Approved	DOCK9-DT	DOCK9 divergent transcript	100861541	AF339771	NR_047482
HGNC:23479	Approved	DOCK10	dedicator of cytokinesis 10	55619	AB014594	NM_001290263
HGNC:23483	Approved	DOCK11	dedicator of cytokinesis 11	139818	AK125641	NM_144658
HGNC:31719	Approved	DOCK11P1	dedicator of cytokinesis 11 pseudogene 1	100132537		NG_028868
HGNC:28662	Approved	DOHH	deoxyhypusine hydroxylase	83475	BC002817	NM_031304
HGNC:2990	Approved	DOK1	docking protein 1	1796	U70987	NM_001381
HGNC:2991	Approved	DOK2	docking protein 2	9046	AF034970	NM_003974
HGNC:24583	Approved	DOK3	docking protein 3	79930	AK026223	NM_024872
HGNC:19868	Approved	DOK4	docking protein 4	55715	BC003541	NM_001330556
HGNC:16173	Approved	DOK5	docking protein 5	55816	AF132732	NM_001294161
HGNC:28301	Approved	DOK6	docking protein 6	220164	AK057795	NM_152721
HGNC:26594	Approved	DOK7	docking protein 7	285489	AK091037	NM_173660
HGNC:23406	Approved	DOLK	dolichol kinase	22845	AB029017	NM_014908
HGNC:29565	Approved	DOLPP1	dolichyldiphosphatase 1	57171	BC009493	NM_020438
HGNC:2993	Approved	DONSON	DNA replication fork stabilization factor DONSON	29980	AF000002	NM_017613
HGNC:56539	Approved	DONSONP1	DONSON pseudogene 1	100420050		NG_025746
HGNC:21194	Approved	DOP1A	DOP1 leucine zipper like protein A	23033	AK027030	NM_015018
HGNC:1291	Approved	DOP1B	DOP1 leucine zipper like protein B	9980	AJ237839	NM_005128
HGNC:24948	Approved	DOT1L	DOT1 like histone lysine methyltransferase	84444	AF509504	NM_032482
HGNC:2995	Approved	DPAGT1	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1	1798	Z82022	NM_001382
HGNC:24542	Approved	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	25911		NM_001329742
HGNC:3002	Approved	DPEP1	dipeptidase 1	1800		NM_001128141
HGNC:23028	Approved	DPEP2	dipeptidase 2	64174	AJ295149	NM_022355
HGNC:52385	Approved	DPEP2NB	DPEP2 neighbor	100131303		NM_001282442
HGNC:23029	Approved	DPEP3	dipeptidase 3	64180	AJ291679	NM_022357
HGNC:20225	Approved	DPF1	double PHD fingers 1	8193	U43843	NM_001135155
HGNC:9964	Approved	DPF2	double PHD fingers 2	5977	U94585	NM_006268
HGNC:17427	Approved	DPF3	double PHD fingers 3	8110	U43919	NM_001280542
HGNC:3003	Approved	DPH1	diphthamide biosynthesis 1	1801	S81752	NM_001383
HGNC:56040	Approved	DPH1-AS1	DPH1 antisense RNA 1	123706529		
HGNC:3004	Approved	DPH2	diphthamide biosynthesis 2	1802	AF053003	NM_001384
HGNC:27717	Approved	DPH3	diphthamide biosynthesis 3	285381	BC010181	NM_206831
HGNC:16136	Approved	DPH3P1	diphthamide biosynthesis 3 pseudogene 1	100132911		NG_070886
HGNC:38719	Approved	DPH3P2	diphthamide biosynthesis 3 pseudogene 2	106478926		NG_044993
HGNC:24270	Approved	DPH5	diphthamide biosynthesis 5	51611	AF132964	NM_015958
HGNC:53720	Approved	DPH5-DT	DPH5 divergent transcript	102606465		NR_109849
HGNC:30543	Approved	DPH6	diphthamine biosynthesis 6	89978		NM_080650
HGNC:44147	Approved	DPH6-DT	DPH6 divergent transcript	100507466	BC025664	NR_038251
HGNC:25199	Approved	DPH7	diphthamide biosynthesis 7	92715	AK075115	NM_138778
HGNC:3005	Approved	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	8813	AF007875	NM_003859
HGNC:3006	Approved	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory	8818	AB013361	NM_003863
HGNC:3007	Approved	DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory	54344	AB028128	NM_153741
HGNC:3008	Approved	DPP3	dipeptidyl peptidase 3	10072	AB017970	NM_001256670
HGNC:55494	Approved	DPP3-DT	DPP3 divergent transcript	101928069		NR_120586
HGNC:51349	Approved	DPP3P1	DPP3 pseudogene 1	391657		NG_022059
HGNC:51350	Approved	DPP3P2	DPP3 pseudogene 2	138971		NG_021624
HGNC:3009	Approved	DPP4	dipeptidyl peptidase 4	1803	M74777	NM_001379604
HGNC:40191	Approved	DPP4-DT	DPP4 divergent transcript	100131604		NR_147697
HGNC:3010	Approved	DPP6	dipeptidyl peptidase like 6	1804	M96859	NM_130797
HGNC:14892	Approved	DPP7	dipeptidyl peptidase 7	29952	AF154502	NM_013379
HGNC:16490	Approved	DPP8	dipeptidyl peptidase 8	54878	AF221634	NM_017743
HGNC:18648	Approved	DPP9	dipeptidyl peptidase 9	91039	AF452102	NM_001365987
HGNC:50706	Approved	DPP9-AS1	DPP9 antisense RNA 1	100131094		NR_164163
HGNC:20823	Approved	DPP10	dipeptidyl peptidase like 10	57628	AY172661	NM_020868
HGNC:40941	Approved	DPP10-AS1	DPP10 antisense RNA 1	389023		NR_036580
HGNC:40940	Approved	DPP10-AS2	DPP10 antisense RNA 2	106478969		
HGNC:40939	Approved	DPP10-AS3	DPP10 antisense RNA 3	101927591		NR_132105
HGNC:19197	Approved	DPPA2	developmental pluripotency associated 2	151871	AY283672	NM_138815
HGNC:38448	Approved	DPPA2P1	developmental pluripotency associated 2 pseudogene 1	100421137		NG_021938
HGNC:44627	Approved	DPPA2P2	developmental pluripotency associated 2 pseudogene 2	100128503		NG_012273
HGNC:44628	Approved	DPPA2P3	developmental pluripotency associated 2 pseudogene 3	100128023		NR_027764
HGNC:44629	Approved	DPPA2P4	developmental pluripotency associated 2 pseudogene 4	100131777		NG_012309
HGNC:19199	Approved	DPPA3	developmental pluripotency associated 3	359787	AY317075	NM_199286
HGNC:32345	Approved	DPPA3P1	DPPA3 pseudogene 1	728493		NG_007153
HGNC:20417	Approved	DPPA3P2	DPPA3 pseudogene 2	400206		NG_023379
HGNC:49062	Approved	DPPA3P3	DPPA3 pseudogene 3	106481963		NG_043274
HGNC:56532	Approved	DPPA3P4	DPPA3 pseudogene 4	101060236		NG_033994
HGNC:56533	Approved	DPPA3P5	DPPA3 pseudogene 5	100127919		NG_029216
HGNC:56534	Approved	DPPA3P6	DPPA3 pseudogene 6	127460882		NG_148542
HGNC:56535	Approved	DPPA3P7	DPPA3 pseudogene 7	127460876		NG_148537
HGNC:56536	Approved	DPPA3P8	DPPA3 pseudogene 8	127460877		NG_148538
HGNC:56537	Approved	DPPA3P9	DPPA3 pseudogene 9	127460878		NG_148539
HGNC:56544	Approved	DPPA3P10	DPPA3 pseudogene 10	127460883		NG_008316
HGNC:56545	Approved	DPPA3P11	DPPA3 pseudogene 11	127460881		NG_148541
HGNC:56543	Approved	DPPA3P12	DPPA3 pseudogene 12	127460880		NG_148540
HGNC:19200	Approved	DPPA4	developmental pluripotency associated 4	55211	AK001575	NM_018189
HGNC:44903	Approved	DPPA4P1	developmental pluripotency associated 4 pseudogene 1	100421156		NG_025704
HGNC:56530	Approved	DPPA4P2	DPPA4 pseudogene 2	100421154		NG_025629
HGNC:56531	Approved	DPPA4P3	DPPA4 pseudogene 3	100037267		NG_006013
HGNC:19201	Approved	DPPA5	developmental pluripotency associated 5	340168		NM_001025290
HGNC:43752	Approved	DPPA5P1	developmental pluripotency associated 5 pseudogene 1	646382		NG_028001
HGNC:43754	Approved	DPPA5P2	developmental pluripotency associated 5 pseudogene 2	100874380		NG_032564
HGNC:44688	Approved	DPPA5P3	developmental pluripotency associated 5 pseudogene 3	100528006		NG_028003
HGNC:49665	Approved	DPPA5P4	developmental pluripotency associated 5 pseudogene 4	646701		NG_027999
HGNC:32166	Approved	DPRX	divergent-paired related homeobox	503834		NM_001012728
HGNC:32167	Approved	DPRXP1	divergent-paired related homeobox pseudogene 1	503641		NG_004847
HGNC:32168	Approved	DPRXP2	divergent-paired related homeobox pseudogene 2	503643		NG_004848
HGNC:32169	Approved	DPRXP3	divergent-paired related homeobox pseudogene 3	503644		NG_004849
HGNC:32170	Approved	DPRXP4	divergent-paired related homeobox pseudogene 4	503645		NR_002221
HGNC:32171	Approved	DPRXP5	divergent-paired related homeobox pseudogene 5	503646		NG_004850
HGNC:32172	Approved	DPRXP6	divergent-paired related homeobox pseudogene 6	503647		NG_004851
HGNC:32173	Approved	DPRXP7	divergent-paired related homeobox pseudogene 7	503648		NG_004852
HGNC:3011	Approved	DPT	dermatopontin	1805	BC033736	NM_001937
HGNC:22205	Approved	DPY19L1	dpy-19 like C-mannosyltransferase 1	23333	AB020684	NM_001366673
HGNC:22395	Approved	DPY19L1P1	DPY19L1 pseudogene 1	100129460		NG_008293
HGNC:22851	Approved	DPY19L1P2	DPY19L1 pseudogene 2	102724668		NR_132360
HGNC:19414	Approved	DPY19L2	dpy-19 like 2	283417		NM_173812
HGNC:22305	Approved	DPY19L2P1	DPY19L2 pseudogene 1	554236	BC066987	NR_002833
HGNC:21764	Approved	DPY19L2P2	DPY19L2 pseudogene 2	349152	AL834175	NR_003561
HGNC:22367	Approved	DPY19L2P3	DPY19L2 pseudogene 3	442524	DQ287933	NR_036482
HGNC:22176	Approved	DPY19L2P4	DPY19L2 pseudogene 4	442523	BC031277	NR_003551
HGNC:51620	Approved	DPY19L2P5	DPY19L2 pseudogene 5	106480421		NG_043210
HGNC:27120	Approved	DPY19L3	dpy-19 like C-mannosyltransferase 3	147991		NM_207325
HGNC:55307	Approved	DPY19L3-DT	DPY19L3 divergent transcript	400684		NR_046201
HGNC:27829	Approved	DPY19L4	dpy-19 like 4	286148		NM_181787
HGNC:53907	Approved	DPY19L4P1	DPY19L4 pseudogene 1	100131533		NG_022764
HGNC:53908	Approved	DPY19L4P2	DPY19L4 pseudogene 2	100420073		NG_026650
HGNC:24590	Approved	DPY30	dpy-30 histone methyltransferase complex regulatory subunit	84661		NM_032574
HGNC:3012	Approved	DPYD	dihydropyrimidine dehydrogenase	1806	U20938	NM_000110
HGNC:40195	Approved	DPYD-AS1	DPYD antisense RNA 1	100873932		NR_046590
HGNC:40196	Approved	DPYD-AS2	DPYD antisense RNA 2	100873933		NR_046591
HGNC:41326	Approved	DPYD-IT1	DPYD intronic transcript 1	100874267		
HGNC:3013	Approved	DPYS	dihydropyrimidinase	1807	D78011	NM_001385
HGNC:3014	Approved	DPYSL2	dihydropyrimidinase like 2	1808	D78013	NM_001386
HGNC:3015	Approved	DPYSL3	dihydropyrimidinase like 3	1809	D78014	NM_001387
HGNC:3016	Approved	DPYSL4	dihydropyrimidinase like 4	10570	AB006713	NM_006426
HGNC:20637	Approved	DPYSL5	dihydropyrimidinase like 5	56896	AF264015	NM_020134
HGNC:20410	Approved	DQX1	DEAQ-box RNA dependent ATPase 1	165545	AK074337	NM_133637
HGNC:3017	Approved	DR1	down-regulator of transcription 1	1810	M97388	NM_001938
HGNC:27082	Approved	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration	145837	BC029061	NR_026979
HGNC:25645	Approved	DRAM1	DNA damage regulated autophagy modulator 1	55332	BC018435	NM_018370
HGNC:25645	Approved	DRAM1	DNA damage regulated autophagy modulator 1	55332	DA721965	NM_018370
HGNC:28769	Approved	DRAM2	DNA damage regulated autophagy modulator 2	128338	AY336747	NM_178454
HGNC:3019	Approved	DRAP1	DR1 associated protein 1	10589	U41843	NM_006442
HGNC:25054	Approved	DRAXIN	dorsal inhibitory axon guidance protein	374946	AY358750	NM_198545
HGNC:44334	Approved	DRAXINP1	dorsal inhibitory axon guidance protein pseudogene 1	100128801		NG_022580
HGNC:24245	Approved	DRC1	dynein regulatory complex subunit 1	92749	AL833892	NM_145038
HGNC:25384	Approved	DRC3	dynein regulatory complex subunit 3	83450	AK093317	NM_031294
HGNC:25289	Approved	DRC7	dynein regulatory complex subunit 7	84229	BC036667	NM_032269
HGNC:3020	Approved	DRD1	dopamine receptor D1	1812	X55760	NM_000794
HGNC:3021	Entry Withdrawn	DRD1L1	dopamine receptor D1 like 1			
HGNC:3023	Approved	DRD2	dopamine receptor D2	1813	M29066	NM_000795
HGNC:3024	Approved	DRD3	dopamine receptor D3	1814		NM_000796.3
HGNC:3025	Approved	DRD4	dopamine receptor D4	1815	L12398	NM_000797
HGNC:3026	Approved	DRD5	dopamine receptor D5	1816	X58454	NM_000798
HGNC:3027	Approved	DRD5P1	dopamine receptor D5 pseudogene 1	1817		NG_005112
HGNC:3028	Approved	DRD5P2	dopamine receptor D5 pseudogene 2	1818		NR_111001
HGNC:3029	Approved	DRG1	developmentally regulated GTP binding protein 1	4733	AJ005940	NM_004147
HGNC:54701	Approved	DRG1P1	DRG1 pseudogene 1	151457		NG_021495
HGNC:56484	Approved	DRG1P2	DRG1 pseudogene 2	100421670		NG_025612
HGNC:3030	Approved	DRG2	developmentally regulated GTP binding protein 2	1819	X80754	NM_001388
HGNC:21536	Approved	DRGX	dorsal root ganglia homeobox	644168		NM_001276451
HGNC:28031	Approved	DRICH1	aspartate rich 1	51233	BC056888	NM_016449
HGNC:17904	Approved	DROSHA	drosha ribonuclease III	29102	AF116910	NM_013235
HGNC:3032	Approved	DRP2	dystrophin related protein 2	1821	U43519	NM_001939
HGNC:3035	Approved	DSC1	desmocollin 1	1823	AF293358	NM_004948
HGNC:3035	Approved	DSC1	desmocollin 1	1823	AF293358	NM_024421
HGNC:3036	Approved	DSC2	desmocollin 2	1824	X56807	NM_004949
HGNC:3037	Approved	DSC3	desmocollin 3	1825	X83929	NM_001941
HGNC:3037	Approved	DSC3	desmocollin 3	1825	X83929	NM_024423
HGNC:3039	Approved	DSCAM	DS cell adhesion molecule	1826	AF023449	NM_001389
HGNC:40197	Approved	DSCAM-AS1	DSCAM antisense RNA 1	100506492		NR_038896
HGNC:41327	Approved	DSCAM-IT1	DSCAM intronic transcript 1	100874326		NR_046774
HGNC:14656	Approved	DSCAML1	DS cell adhesion molecule like 1	57453		NM_020693
HGNC:51116	Approved	DSCAS	DSC1/DSC2 antisense RNA	101927698		NR_110785
HGNC:24453	Approved	DSCC1	DNA replication and sister chromatid cohesion 1	79075		NM_024094
HGNC:3045	Approved	DSCR4	Down syndrome critical region 4	10281	AB000099	NR_147130
HGNC:41328	Approved	DSCR4-IT1	DSCR4 intronic transcript 1	100874327		
HGNC:16707	Approved	DSCR8	Down syndrome critical region 8	84677	AF321193	NR_026838
