gene_id,HGNC ID_x,Status,Approved symbol,Approved name,INSDC (ENA/GenBank/DDBJ) accession,HGNC ID_y,RefSeq accession
NM_002921,,,,,,HGNC:9990,NM_002921
NM_002923,,,,,,HGNC:9998,NM_002923
NM_002924,,,,,,HGNC:10003,NM_002924
NM_002925,,,,,,HGNC:9992,NM_002925
NM_002929,,,,,,HGNC:10013,NM_002929
NM_002930,,,,,,HGNC:10017,NM_002930
NM_002933,,,,,,HGNC:10044,NM_002933
NM_002934,,,,,,HGNC:10045,NM_002934
NM_002935,,,,,,HGNC:10046,NM_002935
NM_002936,,,,,,,
NM_002937,,,,,,,
NM_002939,,,,,,,
NM_002940,,,,,,HGNC:69,NM_002940
NM_002945,,,,,,HGNC:10289,NM_002945
NM_002946,,,,,,HGNC:10290,NM_002946
NM_002950,,,,,,HGNC:10381,NM_002950
NM_002953,,,,,,HGNC:10430,NM_002953
NM_002956,,,,,,HGNC:10461,NM_002956
NM_002957,,,,,,HGNC:10477,NM_002957
NM_002958,,,,,,,
NM_002960,,,,,,HGNC:10493,NM_002960
NM_002961,,,,,,HGNC:10494,NM_002961
NM_002962,,,,,,HGNC:10495,NM_002962
NM_002963,,,,,,HGNC:10497,NM_002963
NM_002964,,,,,,HGNC:10498,NM_002964
NM_002965,,,,,,HGNC:10499,NM_002965
NM_002966,,,,,,HGNC:10487,NM_002966
NM_002967,,,,,,,
NM_002968,,,,,,HGNC:10524,NM_002968
NM_002970,,,,,,HGNC:10540,NM_002970
NM_002971,,,,,,,
NM_002973,,,,,,HGNC:10555,NM_002973
NM_002975,,,,,,HGNC:10576,NM_002975
NM_002976,,,,,,HGNC:10594,NM_002976
NM_002977,,,,,,HGNC:10597,NM_002977
NM_002979,,,,,,HGNC:10606,NM_002979
NM_002981,,,,,,HGNC:10609,NM_002981
NM_002985,,,,,,HGNC:10632,NM_002985
NM_002987,,,,,,HGNC:10615,NM_002987
NM_002989,,,,,,HGNC:10620,NM_002989
NM_002990,,,,,,HGNC:10621,NM_002990
NM_002991,,,,,,HGNC:10623,NM_002991
NM_002993,,,,,,HGNC:10643,NM_002993
NM_002994,,,,,,HGNC:10642,NM_002994
NM_002996,,,,,,HGNC:10647,NM_002996
NM_002997,,,,,,,
NM_003000,,,,,,HGNC:10681,NM_003000
NM_003003,,,,,,HGNC:10698,NM_003003
NM_003005,,,,,,HGNC:10721,NM_003005
NM_003007,,,,,,HGNC:10742,NM_003007
NM_003009,,,,,,HGNC:10752,NM_003009
NM_003010,,,,,,,
NM_003012,,,,,,HGNC:10776,NM_003012
NM_003014,,,,,,HGNC:10778,NM_003014
NM_003015,,,,,,HGNC:10779,NM_003015
NM_003016,,,,,,HGNC:10783,NM_003016
NM_003017,,,,,,HGNC:10785,NM_003017
NM_003018,,,,,,HGNC:10802,NM_003018
NM_003019,,,,,,HGNC:10803,NM_003019
NM_003020,,,,,,HGNC:10816,NM_003020
NM_003021,,,,,,HGNC:10819,NM_003021
NM_003024,,,,,,HGNC:6183,NM_003024
NM_003025,,,,,,HGNC:10830,NM_003025
NM_003026,,,,,,HGNC:10831,NM_003026
NM_003027,,,,,,HGNC:10832,NM_003027
NM_003031,,,,,,,
NM_003033,,,,,,HGNC:10862,NM_003033
NM_003035,,,,,,HGNC:10879,NM_003035
NM_003037,,,,,,,
NM_003039,,,,,,HGNC:11010,NM_003039
NM_003040,,,,,,HGNC:11028,NM_003040
NM_003043,,,,,,HGNC:11052,NM_003043
NM_003045,,,,,,HGNC:11057,NM_003045
NM_003046,,,,,,HGNC:11060,NM_003046
NM_003048,,,,,,HGNC:11072,NM_003048
NM_003049,,,,,,HGNC:10905,NM_003049
NM_003051,,,,,,HGNC:10922,NM_003051
NM_003052,,,,,,HGNC:11019,NM_003052
NM_003053,,,,,,,
NM_003055,,,,,,HGNC:10936,NM_003055
NM_003057,,,,,,HGNC:10963,NM_003057
NM_003058,,,,,,HGNC:10966,NM_003058
NM_003059,,,,,,HGNC:10968,NM_003059
NM_003060,,,,,,HGNC:10969,NM_003060
NM_003062,,,,,,HGNC:11087,NM_003062
NM_003063,,,,,,HGNC:11089,NM_003063
NM_003064,,,,,,HGNC:11092,NM_003064
NM_003073,,,,,,HGNC:11103,NM_003073
NM_003074,,,,,,HGNC:11104,NM_003074
NM_003075,,,,,,,
NM_003076,,,,,,HGNC:11106,NM_003076
NM_003078,,,,,,,
NM_003079,,,,,,HGNC:11109,NM_003079
NM_003080,,,,,,HGNC:11121,NM_003080
NM_003081,,,,,,,
NM_003082,,,,,,HGNC:11134,NM_003082
NM_003083,,,,,,HGNC:11135,NM_003083
NM_003086,,,,,,HGNC:11137,NM_003086
NM_003088,,,,,,HGNC:11148,NM_003088
NM_003089,,,,,,HGNC:11150,NM_003089
NM_003092,,,,,,HGNC:11155,NM_003092
NM_003095,,,,,,HGNC:11162,NM_003095
NM_003097,,,,,,HGNC:11164,NM_003097
NM_003098,,,,,,HGNC:11167,NM_003098
NM_003099,,,,,,HGNC:11172,NM_003099
NM_003100,,,,,,HGNC:11173,NM_003100
NM_003102,,,,,,HGNC:11181,NM_003102
NM_003104,,,,,,HGNC:11184,NM_003104
NM_003105,,,,,,HGNC:11185,NM_003105
NM_003112,,,,,,HGNC:11209,NM_003112
NM_003116,,,,,,HGNC:11214,NM_003116
NM_003119,,,,,,HGNC:11237,NM_003119
NM_003120,,,,,,HGNC:11241,NM_003120
NM_003121,,,,,,HGNC:11242,NM_003121
NM_003122,,,,,,HGNC:11244,NM_003122
NM_003123,,,,,,,
NM_003125,,,,,,HGNC:11260,NM_003125
NM_003126,,,,,,HGNC:11272,NM_003126
NM_003128,,,,,,HGNC:11275,NM_003128
NM_003131,,,,,,HGNC:11291,NM_003131
NM_003132,,,,,,HGNC:11296,NM_003132
NM_003134,,,,,,HGNC:11299,NM_003134
NM_003136,,,,,,HGNC:11301,NM_003136
NM_003137,,,,,,HGNC:11305,NM_003137
NM_003139,,,,,,HGNC:11307,NM_003139
NM_003140,,,,,,HGNC:11311,NM_003140
NM_003141,,,,,,HGNC:11312,NM_003141
NM_003142,,,,,,HGNC:11316,NM_003142
NM_003143,,,,,,HGNC:11317,NM_003143
NM_003144,,,,,,,
NM_003145,,,,,,HGNC:11324,NM_003145
NM_003149,,,,,,HGNC:11353,NM_003149
NM_003151,,,,,,HGNC:11365,NM_003151
NM_003152,,,,,,HGNC:11366,NM_003152
NM_003153,,,,,,HGNC:11368,NM_003153
NM_003153,,,,,,HGNC:11368,NM_003153
NM_003154,,,,,,HGNC:11369,NM_003154
NM_003155,,,,,,HGNC:11373,NM_003155
NM_003156,,,,,,HGNC:11386,NM_003156
NM_003156,,,,,,HGNC:11386,NM_003156
NM_003157,,,,,,HGNC:11399,NM_003157
NM_003159,,,,,,HGNC:11411,NM_003159
NM_003161,,,,,,HGNC:10436,NM_003161
NM_003164,,,,,,HGNC:11440,NM_003164
NM_003165,,,,,,HGNC:11444,NM_003165
NM_003167,,,,,,HGNC:11458,NM_003167
NM_003168,,,,,,HGNC:11467,NM_003168
NM_003169,,,,,,HGNC:11469,NM_003169
NM_003170,,,,,,HGNC:11470,NM_003170
NM_003171,,,,,,HGNC:11471,NM_003171
NM_003172,,,,,,HGNC:11474,NM_003172
NM_003173,,,,,,HGNC:11479,NM_003173
NM_003174,,,,,,,
NM_003175,,,,,,HGNC:10646,NM_003175
NM_003176,,,,,,HGNC:11487,NM_003176
NM_003177,,,,,,,
NM_003180,,,,,,HGNC:11513,NM_003180
NM_003181,,,,,,HGNC:11515,NM_003181
NM_003182,,,,,,HGNC:11517,NM_003182
NM_003183,,,,,,,
NM_003185,,,,,,HGNC:11537,NM_003185
NM_003188,,,,,,,
NM_003189,,,,,,HGNC:11556,NM_003189
NM_003192,,,,,,HGNC:11580,NM_003192
NM_003194,,,,,,HGNC:11588,NM_003194
NM_003195,,,,,,,
NM_003198,,,,,,HGNC:11620,NM_003198
NM_003199,,,,,,HGNC:11634,NM_003199
NM_003201,,,,,,HGNC:11741,NM_003201
NM_003202,,,,,,,
NM_003204,,,,,,HGNC:7781,NM_003204
NM_003206,,,,,,,
NM_003211,,,,,,,
NM_003212,,,,,,HGNC:11701,NM_003212
NM_003213,,,,,,HGNC:11717,NM_003213
NM_003215,,,,,,HGNC:11719,NM_003215
NM_003217,,,,,,HGNC:11723,NM_003217
NM_003222,,,,,,HGNC:11744,NM_003222
NM_003223,,,,,,HGNC:11745,NM_003223
NM_003224,,,,,,,
NM_003225,,,,,,HGNC:11755,NM_003225
NM_003226,,,,,,HGNC:11757,NM_003226
NM_003227,,,,,,HGNC:11762,NM_003227
NM_003234,,,,,,,
NM_003235,,,,,,HGNC:11764,NM_003235
NM_003236,,,,,,,
NM_003240,,,,,,HGNC:3122,NM_003240
NM_003241,,,,,,HGNC:11780,NM_003241
NM_003242,,,,,,,
NM_003243,,,,,,HGNC:11774,NM_003243
NM_003244,,,,,,,
NM_003245,,,,,,HGNC:11779,NM_003245
NM_003246,,,,,,HGNC:11785,NM_003246
NM_003247,,,,,,HGNC:11786,NM_003247
NM_003248,,,,,,,
NM_003249,,,,,,HGNC:11793,NM_003249
NM_003252,,,,,,HGNC:11804,NM_003252
NM_003253,,,,,,HGNC:11805,NM_003253
NM_003254,,,,,,HGNC:11820,NM_003254
NM_003255,,,,,,HGNC:11821,NM_003255
NM_003256,,,,,,HGNC:11823,NM_003256
NM_003257,,,,,,HGNC:11827,NM_003257
NM_003258,,,,,,HGNC:11830,NM_003258
NM_003259,,,,,,HGNC:5348,NM_003259
NM_003260,,,,,,HGNC:11838,NM_003260
NM_003264,,,,,,,
NM_003265,,,,,,HGNC:11849,NM_003265
NM_003272,,,,,,HGNC:11862,NM_003272
NM_003274,,,,,,HGNC:11868,NM_003274
NM_003277,,,,,,HGNC:2047,NM_003277
NM_003278,,,,,,HGNC:11891,NM_003278
NM_003279,,,,,,HGNC:11944,NM_003279
NM_003281,,,,,,HGNC:11945,NM_003281
NM_003282,,,,,,HGNC:11946,NM_003282
NM_003284,,,,,,HGNC:11951,NM_003284
NM_003285,,,,,,HGNC:11953,NM_003285
NM_003287,,,,,,,
NM_003288,,,,,,,
NM_003289,,,,,,HGNC:12011,NM_003289
NM_003291,,,,,,,
NM_003292,,,,,,HGNC:12017,NM_003292
NM_003298,,,,,,HGNC:7972,NM_003298
NM_003299,,,,,,HGNC:12028,NM_003299
NM_003300,,,,,,,
NM_003305,,,,,,HGNC:12335,NM_003305
NM_003310,,,,,,HGNC:12383,NM_003310
NM_003313,,,,,,HGNC:12390,NM_003313
NM_003314,,,,,,HGNC:12391,NM_003314
NM_003315,,,,,,,
NM_003316,,,,,,,
NM_003318,,,,,,,
NM_003319,,,,,,,
NM_003320,,,,,,HGNC:12406,NM_003320
NM_003321,,,,,,HGNC:12420,NM_003321
NM_003322,,,,,,,
NM_003323,,,,,,HGNC:12424,NM_003323
NM_003326,,,,,,,
NM_003327,,,,,,HGNC:11918,NM_003327
NM_003328,,,,,,HGNC:12434,NM_003328
NM_003330,,,,,,HGNC:12437,NM_003330
NM_003331,,,,,,,
NM_003332,,,,,,,
NM_003334,,,,,,HGNC:12469,NM_003334
NM_003335,,,,,,HGNC:12471,NM_003335
NM_003336,,,,,,HGNC:12472,NM_003336
NM_003337,,,,,,HGNC:12473,NM_003337
NM_003339,,,,,,,
NM_003340,,,,,,,
NM_003344,,,,,,HGNC:12484,NM_003344
NM_003356,,,,,,HGNC:12519,NM_003356
NM_003357,,,,,,HGNC:12523,NM_003357
NM_003358,,,,,,HGNC:12524,NM_003358
NM_003359,,,,,,HGNC:12525,NM_003359
NM_003360,,,,,,HGNC:12555,NM_003360
NM_003361,,,,,,,
NM_003362,,,,,,,
NM_003364,,,,,,HGNC:12576,NM_003364
NM_003365,,,,,,HGNC:12585,NM_003365
NM_003366,,,,,,HGNC:12586,NM_003366
NM_003367,,,,,,HGNC:12594,NM_003367
NM_003368,,,,,,,
NM_003369,,,,,,HGNC:12640,NM_003369
NM_003369,,,,,,HGNC:12640,NM_003369
NM_003370,,,,,,HGNC:12652,NM_003370
NM_003372,,,,,,,
NM_003377,,,,,,HGNC:12681,NM_003377
NM_003378,,,,,,HGNC:12684,NM_003378
NM_003381,,,,,,HGNC:12693,NM_003381
NM_003382,,,,,,HGNC:12695,NM_003382
NM_003382,,,,,,HGNC:12695,NM_003382
NM_003384,,,,,,HGNC:12718,NM_003384
NM_003385,,,,,,HGNC:12722,NM_003385
NM_003387,,,,,,HGNC:12736,NM_003387
NM_003389,,,,,,HGNC:2255,NM_003389
NM_003391,,,,,,HGNC:12780,NM_003391
NM_003392,,,,,,HGNC:12784,NM_003392
NM_003393,,,,,,HGNC:12789,NM_003393
NM_003394,,,,,,HGNC:12775,NM_003394
NM_003399,,,,,,HGNC:12823,NM_003399
NM_003403,,,,,,HGNC:12856,NM_003403
NM_003405,,,,,,HGNC:12853,NM_003405
NM_003407,,,,,,HGNC:12862,NM_003407
NM_003408,,,,,,HGNC:12863,NM_003408
NM_003409,,,,,,HGNC:12860,NM_003409
NM_003410,,,,,,HGNC:12869,NM_003410
NM_003412,,,,,,HGNC:12872,NM_003412
NM_003413,,,,,,,
NM_003417,,,,,,HGNC:13057,NM_003417
NM_003418,,,,,,HGNC:13164,NM_003418
NM_003419,,,,,,,
NM_003422,,,,,,,
NM_003425,,,,,,HGNC:13111,NM_003425
NM_003426,,,,,,HGNC:13144,NM_003426
NM_003427,,,,,,HGNC:13149,NM_003427
NM_003428,,,,,,HGNC:13159,NM_003428
NM_003430,,,,,,HGNC:13166,NM_003430
NM_003431,,,,,,HGNC:12907,NM_003431
NM_003433,,,,,,HGNC:12916,NM_003433
NM_003435,,,,,,HGNC:12918,NM_003435
NM_003436,,,,,,HGNC:12919,NM_003436
NM_003437,,,,,,HGNC:12920,NM_003437
NM_003440,,,,,,HGNC:12925,NM_003440
NM_003442,,,,,,HGNC:12928,NM_003442
NM_003443,,,,,,HGNC:12936,NM_003443
NM_003445,,,,,,HGNC:12940,NM_003445
NM_003446,,,,,,HGNC:12942,NM_003446
NM_003447,,,,,,HGNC:12953,NM_003447
NM_003450,,,,,,HGNC:12963,NM_003450
NM_003452,,,,,,HGNC:12980,NM_003452
NM_003453,,,,,,HGNC:12989,NM_003453
NM_003454,,,,,,,
NM_003456,,,,,,HGNC:12996,NM_003456
NM_003458,,,,,,HGNC:1117,NM_003458
NM_003459,,,,,,,
NM_003460,,,,,,,
NM_003461,,,,,,HGNC:13200,NM_003461
NM_003462,,,,,,HGNC:14353,NM_003462
NM_003465,,,,,,HGNC:1936,NM_003465
NM_003468,,,,,,HGNC:4043,NM_003468
NM_003469,,,,,,HGNC:10575,NM_003469
NM_003470,,,,,,,
NM_003471,,,,,,HGNC:6228,NM_003471
NM_003472,,,,,,,
NM_003473,,,,,,HGNC:11357,NM_003473
NM_003474,,,,,,,
NM_003475,,,,,,HGNC:1166,NM_003475
NM_003476,,,,,,HGNC:2472,NM_003476
NM_003477,,,,,,HGNC:21350,NM_003477
NM_003478,,,,,,HGNC:2556,NM_003478
NM_003481,,,,,,,
NM_003487,,,,,,,
NM_003488,,,,,,,
NM_003489,,,,,,HGNC:8001,NM_003489
NM_003490,,,,,,,
NM_003491,,,,,,HGNC:18704,NM_003491
NM_003492,,,,,,HGNC:13705,NM_003492
NM_003493,,,,,,HGNC:4778,NM_003493
NM_003494,,,,,,HGNC:3097,NM_003494
NM_003496,,,,,,HGNC:12347,NM_003496
NM_003500,,,,,,HGNC:120,NM_003500
NM_003501,,,,,,,
NM_003503,,,,,,HGNC:1745,NM_003503
NM_003504,,,,,,HGNC:1739,NM_003504
NM_003505,,,,,,HGNC:4038,NM_003505
NM_003506,,,,,,HGNC:4044,NM_003506
NM_003507,,,,,,HGNC:4045,NM_003507
NM_003508,,,,,,HGNC:4047,NM_003508
NM_003511,,,,,,HGNC:4730,NM_003511
NM_003513,,,,,,HGNC:4734,NM_003513
NM_003514,,,,,,HGNC:4735,NM_003514
NM_003519,,,,,,HGNC:4748,NM_003519
NM_003521,,,,,,HGNC:4750,NM_003521
NM_003522,,,,,,HGNC:4752,NM_003522
NM_003524,,,,,,HGNC:4755,NM_003524
NM_003525,,,,,,HGNC:4756,NM_003525
NM_003529,,,,,,HGNC:4766,NM_003529
NM_003530,,,,,,HGNC:4767,NM_003530
NM_003531,,,,,,HGNC:4768,NM_003531
NM_003532,,,,,,HGNC:4769,NM_003532
NM_003533,,,,,,HGNC:4771,NM_003533
NM_003534,,,,,,HGNC:4772,NM_003534
NM_003537,,,,,,HGNC:4776,NM_003537
NM_003538,,,,,,HGNC:4781,NM_003538
NM_003539,,,,,,HGNC:4782,NM_003539
NM_003540,,,,,,HGNC:4783,NM_003540
NM_003542,,,,,,HGNC:4787,NM_003542
NM_003544,,,,,,HGNC:4789,NM_003544
NM_003545,,,,,,HGNC:4790,NM_003545
NM_003546,,,,,,HGNC:4791,NM_003546
NM_003547,,,,,,HGNC:4792,NM_003547
NM_003550,,,,,,HGNC:6762,NM_003550
NM_003551,,,,,,HGNC:7853,NM_003551
NM_003553,,,,,,HGNC:8189,NM_003553
NM_003554,,,,,,HGNC:8190,NM_003554
NM_003555,,,,,,HGNC:8204,NM_003555
NM_003557,,,,,,HGNC:8994,NM_003557
NM_003558,,,,,,HGNC:8995,NM_003558
NM_003559,,,,,,HGNC:8998,NM_003559
NM_003560,,,,,,,
NM_003561,,,,,,HGNC:9029,NM_003561
NM_003562,,,,,,HGNC:10981,NM_003562
NM_003563,,,,,,HGNC:11254,NM_003563
NM_003564,,,,,,HGNC:11554,NM_003564
NM_003566,,,,,,HGNC:3185,NM_003566
NM_003567,,,,,,,
NM_003569,,,,,,,
NM_003571,,,,,,HGNC:1041,NM_003571
NM_003573,,,,,,HGNC:6717,NM_003573
NM_003577,,,,,,HGNC:12634,NM_003577
NM_003579,,,,,,HGNC:9826,NM_003579
NM_003584,,,,,,HGNC:3066,NM_003584
NM_003588,,,,,,HGNC:2555,NM_003588
NM_003589,,,,,,HGNC:2554,NM_003589
NM_003590,,,,,,,
NM_003591,,,,,,HGNC:2552,NM_003591
NM_003592,,,,,,HGNC:2551,NM_003592
NM_003593,,,,,,,
NM_003595,,,,,,HGNC:12021,NM_003595
NM_003596,,,,,,HGNC:12020,NM_003596
NM_003599,,,,,,,
NM_003600,,,,,,HGNC:11393,NM_003600
NM_003601,,,,,,HGNC:11101,NM_003601
NM_003604,,,,,,HGNC:6128,NM_003604
NM_003607,,,,,,,
NM_003608,,,,,,HGNC:4517,NM_003608
NM_003609,,,,,,HGNC:4917,NM_003609
NM_003610,,,,,,,
NM_003611,,,,,,HGNC:2567,NM_003611
NM_003613,,,,,,HGNC:1980,NM_003613
NM_003616,,,,,,,
NM_003619,,,,,,HGNC:9477,NM_003619
NM_003620,,,,,,HGNC:9277,NM_003620
NM_003624,,,,,,,
NM_003625,,,,,,,
NM_003627,,,,,,HGNC:9225,NM_003627
NM_003628,,,,,,,
NM_003632,,,,,,HGNC:8011,NM_003632
NM_003633,,,,,,HGNC:3345,NM_003633
NM_003634,,,,,,,
NM_003635,,,,,,HGNC:7681,NM_003635
NM_003641,,,,,,HGNC:5412,NM_003641
NM_003642,,,,,,HGNC:4821,NM_003642
NM_003644,,,,,,HGNC:4169,NM_003644
NM_003647,,,,,,HGNC:2852,NM_003647
NM_003648,,,,,,HGNC:2851,NM_003648
NM_003649,,,,,,,
NM_003651,,,,,,HGNC:2428,NM_003651
NM_003653,,,,,,HGNC:2239,NM_003653
NM_003654,,,,,,HGNC:1969,NM_003654
NM_003655,,,,,,HGNC:1554,NM_003655
NM_003656,,,,,,HGNC:1459,NM_003656
NM_003657,,,,,,HGNC:974,NM_003657
NM_003659,,,,,,HGNC:327,NM_003659
NM_003664,,,,,,,
NM_003665,,,,,,HGNC:3625,NM_003665
NM_003666,,,,,,HGNC:1065,NM_003666
NM_003670,,,,,,HGNC:1046,NM_003670
NM_003672,,,,,,,
NM_003673,,,,,,HGNC:11610,NM_003673
NM_003676,,,,,,,
NM_003681,,,,,,HGNC:8819,NM_003681
NM_003683,,,,,,HGNC:18785,NM_003683
NM_003685,,,,,,,
NM_003686,,,,,,,
NM_003687,,,,,,HGNC:16501,NM_003687
NM_003688,,,,,,HGNC:1497,NM_003688
NM_003689,,,,,,HGNC:389,NM_003689
NM_003695,,,,,,HGNC:13348,NM_003695
NM_003696,,,,,,HGNC:15301,NM_003696
NM_003704,,,,,,HGNC:16822,NM_003704
NM_003705,,,,,,HGNC:10982,NM_003705
NM_003707,,,,,,,
NM_003710,,,,,,HGNC:11246,NM_003710
NM_003715,,,,,,HGNC:30904,NM_003715
NM_003716,,,,,,HGNC:1426,NM_003716
NM_003717,,,,,,HGNC:7901,NM_003717
NM_003718,,,,,,HGNC:1733,NM_003718
NM_003720,,,,,,HGNC:3043,NM_003720
NM_003722,,,,,,HGNC:15979,NM_003722
NM_003725,,,,,,HGNC:23316,NM_003725
NM_003726,,,,,,HGNC:15605,NM_003726
NM_003728,,,,,,HGNC:12569,NM_003728
NM_003729,,,,,,,
NM_003733,,,,,,HGNC:8090,NM_003733
NM_003740,,,,,,HGNC:6280,NM_003740
NM_003742,,,,,,HGNC:42,NM_003742
NM_003744,,,,,,,
NM_003748,,,,,,,
NM_003750,,,,,,HGNC:3271,NM_003750
NM_003751,,,,,,,
NM_003753,,,,,,HGNC:3278,NM_003753
NM_003756,,,,,,HGNC:3273,NM_003756
NM_003758,,,,,,HGNC:3270,NM_003758
NM_003759,,,,,,HGNC:11030,NM_003759
NM_003760,,,,,,HGNC:3298,NM_003760
NM_003761,,,,,,HGNC:12647,NM_003761
NM_003762,,,,,,HGNC:12645,NM_003762
NM_003765,,,,,,HGNC:11428,NM_003765
NM_003768,,,,,,HGNC:8822,NM_003768
NM_003770,,,,,,HGNC:6455,NM_003770
NM_003771,,,,,,HGNC:6454,NM_003771
NM_003772,,,,,,HGNC:6200,NM_003772
NM_003773,,,,,,HGNC:5321,NM_003773
NM_003774,,,,,,HGNC:4126,NM_003774
NM_003775,,,,,,HGNC:3170,NM_003775
NM_003776,,,,,,HGNC:14491,NM_003776
NM_003784,,,,,,HGNC:13902,NM_003784
NM_003785,,,,,,HGNC:4107,NM_003785
NM_003787,,,,,,HGNC:7870,NM_003787
NM_003789,,,,,,,
NM_003791,,,,,,HGNC:15456,NM_003791
NM_003793,,,,,,HGNC:2531,NM_003793
NM_003794,,,,,,HGNC:11175,NM_003794
NM_003798,,,,,,HGNC:2512,NM_003798
NM_003799,,,,,,HGNC:10075,NM_003799
NM_003800,,,,,,HGNC:10073,NM_003800
NM_003801,,,,,,HGNC:4446,NM_003801
NM_003802,,,,,,HGNC:7571,NM_003802
NM_003803,,,,,,HGNC:7613,NM_003803
NM_003806,,,,,,HGNC:5185,NM_003806
NM_003807,,,,,,,
NM_003809,,,,,,HGNC:11927,NM_003809
NM_003810,,,,,,,
NM_003811,,,,,,HGNC:11939,NM_003811
NM_003812,,,,,,HGNC:202,NM_003812
NM_003814,,,,,,HGNC:199,NM_003814
NM_003816,,,,,,HGNC:216,NM_003816
NM_003819,,,,,,,
NM_003822,,,,,,,
NM_003823,,,,,,HGNC:11921,NM_003823
NM_003824,,,,,,HGNC:3573,NM_003824
NM_003825,,,,,,HGNC:11131,NM_003825
NM_003827,,,,,,HGNC:7641,NM_003827
NM_003829,,,,,,HGNC:7208,NM_003829
NM_003830,,,,,,HGNC:10874,NM_003830
NM_003831,,,,,,HGNC:11451,NM_003831
NM_003834,,,,,,,
NM_003835,,,,,,HGNC:10004,NM_003835
NM_003837,,,,,,HGNC:3607,NM_003837
NM_003839,,,,,,,
NM_003841,,,,,,HGNC:11906,NM_003841
NM_003843,,,,,,,
NM_003846,,,,,,HGNC:8853,NM_003846
NM_003847,,,,,,HGNC:8852,NM_003847
NM_003849,,,,,,HGNC:11449,NM_003849
NM_003850,,,,,,HGNC:11448,NM_003850
NM_003851,,,,,,HGNC:2351,NM_003851
NM_003853,,,,,,HGNC:5989,NM_003853
NM_003854,,,,,,HGNC:5999,NM_003854
NM_003855,,,,,,HGNC:5988,NM_003855
NM_003856,,,,,,,
NM_003859,,,,,,HGNC:3005,NM_003859
NM_003862,,,,,,HGNC:3674,NM_003862
NM_003864,,,,,,HGNC:10532,NM_003864
NM_003867,,,,,,HGNC:3673,NM_003867
NM_003868,,,,,,HGNC:3672,NM_003868
NM_003870,,,,,,HGNC:6110,NM_003870
NM_003874,,,,,,HGNC:1704,NM_003874
NM_003875,,,,,,HGNC:4378,NM_003875
NM_003877,,,,,,,
NM_003878,,,,,,HGNC:4248,NM_003878
NM_003881,,,,,,HGNC:12770,NM_003881
NM_003882,,,,,,HGNC:12769,NM_003882
NM_003885,,,,,,HGNC:1775,NM_003885
NM_003886,,,,,,HGNC:374,NM_003886
NM_003887,,,,,,HGNC:2721,NM_003887
NM_003888,,,,,,,
NM_003889,,,,,,HGNC:7968,NM_003889
NM_003890,,,,,,HGNC:13572,NM_003890
NM_003891,,,,,,HGNC:9460,NM_003891
NM_003893,,,,,,,
NM_003895,,,,,,HGNC:11503,NM_003895
NM_003896,,,,,,HGNC:10872,NM_003896
NM_003899,,,,,,,
NM_003901,,,,,,HGNC:10817,NM_003901
NM_003902,,,,,,HGNC:4004,NM_003902
NM_003903,,,,,,HGNC:1720,NM_003903
NM_003904,,,,,,HGNC:13051,NM_003904
NM_003905,,,,,,HGNC:621,NM_003905
NM_003909,,,,,,HGNC:2316,NM_003909
NM_003910,,,,,,HGNC:29629,NM_003910
NM_003914,,,,,,HGNC:1577,NM_003914
NM_003919,,,,,,,
NM_003920,,,,,,HGNC:11813,NM_003920
NM_003922,,,,,,HGNC:4867,NM_003922
NM_003924,,,,,,HGNC:9143,NM_003924
NM_003927,,,,,,HGNC:6917,NM_003927
NM_003930,,,,,,,
NM_003931,,,,,,HGNC:12732,NM_003931
NM_003933,,,,,,,
NM_003937,,,,,,,
NM_003938,,,,,,,
NM_003940,,,,,,HGNC:12611,NM_003940
NM_003941,,,,,,HGNC:12735,NM_003941
NM_003942,,,,,,HGNC:10433,NM_003942
NM_003944,,,,,,,
NM_003947,,,,,,HGNC:4814,NM_003947
NM_003948,,,,,,HGNC:1782,NM_003948
NM_003950,,,,,,HGNC:3540,NM_003950
NM_003952,,,,,,HGNC:10437,NM_003952
NM_003955,,,,,,,
NM_003956,,,,,,HGNC:1907,NM_003956
NM_003958,,,,,,HGNC:10071,NM_003958
NM_003963,,,,,,HGNC:11857,NM_003963
NM_003966,,,,,,HGNC:10736,NM_003966
NM_003967,,,,,,HGNC:30236,NM_003967
NM_003970,,,,,,HGNC:7614,NM_003970
NM_003971,,,,,,HGNC:14524,NM_003971
NM_003975,,,,,,HGNC:10821,NM_003975
NM_003977,,,,,,,
NM_003979,,,,,,HGNC:9836,NM_003979
NM_003981,,,,,,HGNC:9341,NM_003981
NM_003984,,,,,,HGNC:10917,NM_003984
NM_003986,,,,,,HGNC:964,NM_003986
NM_003988,,,,,,,
NM_003991,,,,,,,
NM_003992,,,,,,,
NM_003995,,,,,,,
NM_003996,,,,,,,
NM_003999,,,,,,HGNC:8507,NM_003999
NM_004010,,,,,,,
NM_004019,,,,,,,
NM_004027,,,,,,,
NM_004034,,,,,,,
NM_004041,,,,,,HGNC:711,NM_004041
NM_004042,,,,,,,
NM_004045,,,,,,HGNC:798,NM_004045
NM_004048,,,,,,HGNC:914,NM_004048
NM_004049,,,,,,HGNC:991,NM_004049
NM_004052,,,,,,HGNC:1084,NM_004052
NM_004053,,,,,,HGNC:1157,NM_004053
NM_004055,,,,,,HGNC:1482,NM_004055
NM_004056,,,,,,,
NM_004057,,,,,,HGNC:1436,NM_004057
NM_004059,,,,,,,
